event_details,event_date,event_title,fighter1,fighter2,city,state,country
http://ufcstats.com/event-details/4a01dc8376736ef5,1998-05-15,UFC 17, Redemption,,Mobile,Alabama,USA
http://ufcstats.com/event-details/749685d24e2cac50,1998-03-13,UFC 16, Battle in the Bayou,,New Orleans,Louisiana,USA
http://ufcstats.com/event-details/29f935654825331b,1997-12-21,UFC - Ultimate Japan,,,Yokohama,Kanagawa,Japan
http://ufcstats.com/event-details/07a18ae55dfc3cd9,1997-10-17,UFC 15, Collision Course,,Bay St. Louis,Mississippi,USA
http://ufcstats.com/event-details/dc950d59dc590aca,1997-07-27,UFC 14, Showdown,,Birmingham,Alabama,USA
http://ufcstats.com/event-details/5bd533d50c8e7b8a,1997-05-30,UFC 13, The Ultimate Force,,Augusta,Georgia,USA
http://ufcstats.com/event-details/96eff1a628adcc7f,1997-02-07,UFC 12, Judgement Day,,Dothan,Alabama,USA
http://ufcstats.com/event-details/9b5b5a75523728f3,1996-12-07,UFC - Ultimate Ultimate '96,,,Birmingham,Alabama,USA
http://ufcstats.com/event-details/6ceff86fae4f6b3b,1996-09-20,UFC 11, The Proving Ground,,Augusta,Georgia,USA
http://ufcstats.com/event-details/aee8eecfc4bfb1e7,1996-07-12,UFC 10, The Tournament,,Birmingham,Alabama,USA
http://ufcstats.com/event-details/a390eb8a9b2df298,1996-05-17,UFC 9, Motor City Madness,,Detroit,Michigan,USA
http://ufcstats.com/event-details/b63e800c18e011b5,1996-02-16,UFC 8, David vs Goliath,,San Juan,Puerto Rico,
http://ufcstats.com/event-details/31bbd46d57dfbcb7,1995-12-16,UFC - Ultimate Ultimate '95,,,Denver,Colorado,USA
http://ufcstats.com/event-details/5af480a3b2e1726b,1995-09-08,UFC 7, The Brawl in Buffalo,,Buffalo,New York,USA
http://ufcstats.com/event-details/1c3f5e85b59ec710,1995-07-14,UFC 6, Clash of the Titans,,Casper,Wyoming,USA
http://ufcstats.com/event-details/dedc3bb440d09554,1995-04-07,UFC 5, The Return of the Beast,,Charlotte,North Carolina,USA
http://ufcstats.com/event-details/b60391da771deefe,1994-12-16,UFC 4, Revenge of the Warriors,,Tulsa,Oklahoma,USA
http://ufcstats.com/event-details/1a49e0670dfaca31,1994-09-09,UFC 3, The American Dream,,Charlotte,North Carolina,USA
http://ufcstats.com/event-details/a6a9ab5a824e8f66,1994-03-11,UFC 2, No Way Out,,Denver,Colorado,USA
